dataset,algorithm,seed,is_deterministic,runtime_seconds,params,warnings,rand_index_value,rand_index_status,rand_index_notes,adjusted_rand_index_value,adjusted_rand_index_status,adjusted_rand_index_notes,compactness_value,compactness_status,compactness_notes,dunn_index_value,dunn_index_status,dunn_index_notes,silhouette_value,silhouette_status,silhouette_notes
qm9_q4,spectral,6,False,0.06287230004090816,"{""n_clusters"": 4, ""seed"": 6}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,spectral,7,False,0.057863500027451664,"{""n_clusters"": 4, ""seed"": 7}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,spectral,8,False,0.05929500004276633,"{""n_clusters"": 4, ""seed"": 8}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,spectral,9,False,0.05946669995319098,"{""n_clusters"": 4, ""seed"": 9}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,0,False,0.015722199983429164,"{""n_clusters"": 4, ""seed"": 0}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,1,False,0.01648749999003485,"{""n_clusters"": 4, ""seed"": 1}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,2,False,0.013718400034122169,"{""n_clusters"": 4, ""seed"": 2}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,3,False,0.014588599966373295,"{""n_clusters"": 4, ""seed"": 3}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,4,False,0.015457900008186698,"{""n_clusters"": 4, ""seed"": 4}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,5,False,0.013262699998449534,"{""n_clusters"": 4, ""seed"": 5}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,6,False,0.015987599967047572,"{""n_clusters"": 4, ""seed"": 6}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,7,False,0.014991800009738654,"{""n_clusters"": 4, ""seed"": 7}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,8,False,0.014223599981050938,"{""n_clusters"": 4, ""seed"": 8}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,gmm,9,False,0.014994200028013438,"{""n_clusters"": 4, ""seed"": 9}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
qm9_q4,dbscan,,True,0.002138799987733364,"{""eps"": 0.03159134614934617, ""min_samples"": 5}","37/97 points labeled noise (-1); found 7 non-noise clusters, requested q=4 not directly comparable (DBSCAN has no cluster-count parameter)",,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.024519810776241296,ok,37 noise point(s) excluded,0.8686443116510136,ok,37 noise point(s) excluded,0.9115461723974533,ok,37 noise point(s) excluded
qm9_q4,agglomerative,,True,0.0010865000076591969,"{""n_clusters"": 4, ""linkage"": ""average""}",,,undefined,no ground-truth labels available (e.g. QM9),,undefined,no ground-truth labels available (e.g. QM9),0.8470252099653011,ok,,2.469329845240688,ok,,0.9780232347903083,ok,
